conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1961027393763856709,Fri Aug 29 02:40:37 +0000 2025,1,@NenkMonica Saya setuju soal MBG Presiden tertipu! MBG itu program konyol akan jadi masalah &amp; gak berguna! Jawaban kekonyolan MBG tidak bermanfaat..sehari makan 1 kali&amp;juga di rolling bisa jadi makan siang gratis selanjutnya bulan depan!Apanya yg bermanfaat! anggaran bengkak!Hutang lagi!,1961257652463476785,,NenkMonica,in,,0,0,0,https://x.com/undefined/status/1961257652463476785,1923192764113747968,
1961027393763856709,Fri Aug 29 02:40:37 +0000 2025,1,@NenkMonica Saya setuju soal MBG Presiden tertipu! MBG itu program konyol akan jadi masalah &amp; gak berguna! Jawaban kekonyolan MBG tidak bermanfaat..sehari makan 1 kali&amp;juga di rolling bisa jadi makan siang gratis selanjutnya bulan depan!Apanya yg bermanfaat! anggaran bengkak!Hutang lagi!,1961257652463476785,,NenkMonica,in,,0,0,0,https://x.com/undefined/status/1961257652463476785,1923192764113747968,
