conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1910917002073407577,Sat Apr 12 04:44:51 +0000 2025,1, Kritis Harus Logis katanya. Setuju angkut pengungsi gaza ditengah problem rohingya makan siang gratis saja bingung dananya dari mana &amp; tidak merata. Logisnya di sebelah mana ?,1910917002073407577,,,in,,0,1,0,https://x.com/undefined/status/1910917002073407577,566469330,
