conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1975593192457445611,Tue Oct 07 22:48:07 +0000 2025,1,@barengwarga Aneh! Sasar seluruh sekolah tp saat sekolah TK &amp; PAUD datang MBG pagi murid yang sudah sarapan juga kenyang tidak berhak bawa pulang daripada mubazir mending tidak udah masuk TK &amp; PAUD aja lagian menunya tidak bergizi menurut kita dg porsi minimalis,1975694655481430280,,barengwarga,in,,0,0,0,https://x.com/undefined/status/1975694655481430280,1924297145710202880,
1975593192457445611,Tue Oct 07 22:48:07 +0000 2025,1,@barengwarga Aneh! Sasar seluruh sekolah tp saat sekolah TK &amp; PAUD datang MBG pagi murid yang sudah sarapan juga kenyang tidak berhak bawa pulang daripada mubazir mending tidak udah masuk TK &amp; PAUD aja lagian menunya tidak bergizi menurut kita dg porsi minimalis,1975694655481430280,,barengwarga,in,,0,0,0,https://x.com/undefined/status/1975694655481430280,1924297145710202880,
