conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1967441725674471893,Mon Sep 15 16:41:18 +0000 2025,0,@BosPurwa Mekanisme pengadaan MBG tidak transparan! &lt;-- bukan kata saya tapi kata ICW. https://t.co/IjlDVMc4sD,1967629812119613796,,BosPurwa,in,,0,0,0,https://x.com/undefined/status/1967629812119613796,3315655417,
1967441725674471893,Mon Sep 15 16:41:18 +0000 2025,0,@BosPurwa Mekanisme pengadaan MBG tidak transparan! &lt;-- bukan kata saya tapi kata ICW. https://t.co/IjlDVMc4sD,1967629812119613796,,BosPurwa,in,,0,0,0,https://x.com/undefined/status/1967629812119613796,3315655417,
